"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Antidesma membranaceum","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Antidesma membranaceum","Accepted",FALSE,"M<fc>ll.Arg.","Antidesma","species","Phyllanthaceae","wfo-0000237317","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:338993-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Antidesma venosum","shrub/tree","broadleaved","deciduous",NA,NA,3,3,"BDT","Antidesma venosum","Accepted",FALSE,"E.Mey. ex Tul.","Antidesma","species","Phyllanthaceae","wfo-0000239603","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:339151-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Antidesma vogelianum","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Antidesma vogelianum","Accepted",FALSE,"M<fc>ll.Arg.","Antidesma","species","Phyllanthaceae","wfo-0000239657","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:339153-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Antrocaryon nannani","tree","broadleaved","deciduous",NA,"tropical",NA,4,"BDT","Antrocaryon nannanii","Accepted",FALSE,"De Wild.","Antrocaryon","species","Anacardiaceae","wfo-0000539715","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69227-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Aphanocalyx cynometroides","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Aphanocalyx cynometroides","Accepted",FALSE,"Oliv.","Aphanocalyx","species","Fabaceae","wfo-0000212687","https://www.legumedata.org/taxonomy/taxon/2643389","The Fabaceae TEN - Legume Taxonomy Working Group"
"Aphloia theiformis","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Aphloia theiformis","Accepted",FALSE,"(Vahl) Benn.","Aphloia","species","Aphloiaceae","wfo-0000540357","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111447-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Apodocephala pauciflora","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Apodocephala pauciflora","Accepted",FALSE,"Baker","Apodocephala","species","Asteraceae","wfo-0000079476","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1091419","The Asteraceaae TEN"
"Apodostigma pallens","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Apodostigma pallens","Accepted",FALSE,"(Planch. ex Oliv.) R.Wilczek","Apodostigma","species","Celastraceae","wfo-0000540836","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:430926-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Apodytes dimidiata","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Apodytes dimidiata","Accepted",FALSE,"E.Mey. ex Arn.","Apodytes","species","Metteniusaceae","wfo-0000540853","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:434212-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Aristida adoensis","graminoid","broadleaved",NA,"C4",NA,2,3,"C4","Aristida adoensis","Accepted",FALSE,"Hochst. ex A.Rich.","Aristida","species","Poaceae","wfo-0000848471","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389215-1","The Poaceae TEN"
"Aristida adscensionis","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Aristida adscensionis","Accepted",FALSE,"L.","Aristida","species","Poaceae","wfo-0000848473","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319759-2","The Poaceae TEN"
"Aristida congesta","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Aristida congesta","Accepted",FALSE,"Roem. & Schult.","Aristida","species","Poaceae","wfo-0000848682","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389336-1","The Poaceae TEN"
"Aristida edsenesionus","graminoid",NA,NA,"C4",NA,NA,2,"C4","Aristida edsenesionus","Accepted",FALSE,"L.","Aristida","species","Poaceae","wfo-4000003057","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327933-2","The Poaceae TEN"
"Aristida meridionalis","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Aristida meridionalis","Accepted",FALSE,"Henrard","Aristida","species","Poaceae","wfo-0000849056","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389592-1","The Poaceae TEN"
"Aristida stipitata","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Aristida stipitata","Accepted",FALSE,"Hack.","Aristida","species","Poaceae","wfo-0000849411","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389804-1","The Poaceae TEN"
"Artabotrys modestus","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Artabotrys modestus","Accepted",FALSE,"Diels","Artabotrys","species","Annonaceae","wfo-0000549813","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72424-1","The Annonaceae TEN"
"Artabotrys monteiroae","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Artabotrys monteiroae","Accepted",FALSE,"Oliv.","Artabotrys","species","Annonaceae","wfo-0000549815","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72426-1","The Annonaceae TEN"
"Artemisia herba-alba","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Artemisia herba-alba","Accepted",FALSE,"Asso","Artemisia","species","Asteraceae","wfo-0000066428","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1088456","The Asteraceaae TEN"
"Aspalathus abietina","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Aspalathus abietina","Accepted",FALSE,"Thunb.","Aspalathus","species","Fabaceae","wfo-0000211580","https://www.legumedata.org/taxonomy/taxon/2655448","The Fabaceae TEN - Legume Taxonomy Working Group"
"Asparagus aethiopicus","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Asparagus aethiopicus","Accepted",FALSE,"L.","Asparagus","species","Asparagaceae","wfo-0000631225",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Aspidosperma megalocarpon","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Aspidosperma megalocarpon","Accepted",FALSE,"M<fc>ll.Arg.","Aspidosperma","species","Apocynaceae","wfo-0000291112",NA,"The Apocynaceae TEN"
"Aspilia mossambicensis","herb/shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Aspilia mossambicensis","Accepted",FALSE,"(Oliv.) Wild","Aspilia","species","Asteraceae","wfo-0000016415","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1085597","The Asteraceaae TEN"
"Asteranthe asterias","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Asteranthe asterias","Accepted",FALSE,"(S.Moore) Engl. & Diels","Asteranthe","species","Annonaceae","wfo-0000552595","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:72523-1","The Annonaceae TEN"
"Astragalus stella","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Astragalus stella","Accepted",FALSE,"L.","Astragalus","species","Fabaceae","wfo-0000191912","https://www.legumedata.org/taxonomy/taxon/2662975","The Fabaceae TEN - Legume Taxonomy Working Group"
"Astropanax abyssinicum","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Schefflera abyssinica","Accepted",TRUE,"(Hochst. ex A.Rich.) Seem.","Astropanax","species","Araliaceae","wfo-0000294220","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:89896-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Astropanax myrianthus","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Astropanax myrianthus","Accepted",FALSE,"(Baker) Lowry, G.M.Plunkett, Gostel & Frodin","Astropanax","species","Araliaceae","wfo-0001315490","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77164606-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Astropanax volkensii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Astropanax volkensii","Accepted",FALSE,"(Harms) Lowry, G.M.Plunkett, Gostel & Frodin","Astropanax","species","Araliaceae","wfo-0001424340","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77164612-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Asystasia mysorensis","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Asystasia mysorensis","Accepted",FALSE,"(Roth) T.Anderson","Asystasia","species","Acanthaceae","wfo-1000051223","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45766-1","The Acanthaceae TEN"
"Athanasia trifurcata","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Athanasia trifurcata","Accepted",FALSE,"(L.) L.","Athanasia","species","Asteraceae","wfo-0000039742","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1113373","The Asteraceaae TEN"
"Atractylis serratuloides","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Atractylis serratuloides","Accepted",FALSE,"(Cass.) DC.","Atractylis","species","Asteraceae","wfo-0000057904","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1113376","The Asteraceaae TEN"
"Aulacocalyx jasminiflora","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Aulacocalyx jasminiflora","Accepted",FALSE,"Hook.f.","Aulacocalyx","species","Rubiaceae","wfo-0000297798","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:744270-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Aulax umbellata","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Aulax umbellata","Accepted",FALSE,"(Thunb.) R.Br.","Aulax","species","Proteaceae","wfo-0000556985",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Autranella congolensis","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Autranella congolensis","Accepted",FALSE,"A.Chev.","Autranella","species","Sapotaceae","wfo-0000302689","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785787-1","The Sapotaceae TEN"
"Axonopus fissifolius","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Axonopus fissifolius","Accepted",FALSE,"(Raddi) Kuhlm.","Axonopus","species","Poaceae","wfo-0000852827","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27338-2","The Poaceae TEN"
"Azima tetracantha","shrub","broadleaved","evergreen","C3",NA,3,4,"ESH","Azima tetracantha","Accepted",FALSE,"Lam.","Azima","species","Salvadoraceae","wfo-0000558022","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:779315-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Azorella selago","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Azorella selago","Accepted",FALSE,"Hook.f.","Azorella","species","Apiaceae","wfo-0000558148","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:838639-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Baikiaea insignis","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Baikiaea insignis","Accepted",FALSE,"Benth.","Baikiaea","species","Fabaceae","wfo-0001057033","https://www.legumedata.org/taxonomy/taxon/2667868","The Fabaceae TEN - Legume Taxonomy Working Group"
"Baikiaea plurijuga","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Baikiaea plurijuga","Accepted",FALSE,"Harms","Baikiaea","species","Fabaceae","wfo-0000212823","https://www.legumedata.org/taxonomy/taxon/2667873","The Fabaceae TEN - Legume Taxonomy Working Group"
"Baikiaea robynsii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Baikiaea robynsii","Accepted",FALSE,"Ghesq. ex Laing","Baikiaea","species","Fabaceae","wfo-0001057436","https://www.legumedata.org/taxonomy/taxon/2667874","The Fabaceae TEN - Legume Taxonomy Working Group"
"Baillonella toxisperma","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Baillonella toxisperma","Accepted",FALSE,"Pierre","Baillonella","species","Sapotaceae","wfo-0000311990","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785801-1","The Sapotaceae TEN"
"Baissea axillaris","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Baissea axillaris","Accepted",FALSE,"(Benth.) Hua","Baissea","species","Apocynaceae","wfo-0000312147",NA,"The Apocynaceae TEN"
"Baissea multiflora","shrub","broadleaved","evergreen",NA,NA,3,3,"ESH","Baissea multiflora","Accepted",FALSE,"A.DC.","Baissea","species","Apocynaceae","wfo-0000312509",NA,"The Apocynaceae TEN"
"Balanites aegyptiaca","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Balanites aegyptiaca","Accepted",FALSE,"(L.) Delile","Balanites","species","Zygophyllaceae","wfo-0000313273","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813589-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Balanites maughamii","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Balanites maughamii","Accepted",FALSE,"Sprague","Balanites","species","Zygophyllaceae","wfo-0000313543","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873111-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Balanites pedicellaris","shrub/tree","broadleaved","deciduous",NA,NA,2,3,"BDT","Balanites pedicellaris","Accepted",FALSE,"Mildbr. & Schltr.","Balanites","species","Zygophyllaceae","wfo-0000313589","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873115-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Balanites wilsoniana","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Balanites wilsoniana","Accepted",FALSE,"Dawe & Sprague","Balanites","species","Zygophyllaceae","wfo-0000313785","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873126-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Baphia massaiensis","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Baphia massaiensis","Accepted",FALSE,"Taub.","Baphia","species","Fabaceae","wfo-0000211998","https://www.legumedata.org/taxonomy/taxon/2669400","The Fabaceae TEN - Legume Taxonomy Working Group"
"Baphia wollastonii","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Baphia wollastonii","Accepted",FALSE,"Baker f.","Baphia","species","Fabaceae","wfo-0000212045","https://www.legumedata.org/taxonomy/taxon/2669455","The Fabaceae TEN - Legume Taxonomy Working Group"
"Barteria fistulosa","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Barteria fistulosa","Accepted",FALSE,"Mast.","Barteria","species","Passifloraceae","wfo-0000560737",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Barteria nigritana","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Barteria nigritana","Accepted",FALSE,"Hook.f.","Barteria","species","Passifloraceae","wfo-0000560739",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Bauhinia macrantha","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Bauhinia petersiana subsp. macrantha","Accepted",TRUE,"Oliv.","Bauhinia","species","Fabaceae","wfo-0000213116","https://www.legumedata.org/taxonomy/taxon/2671807","The Fabaceae TEN - Legume Taxonomy Working Group"
"Bauhinia petersiana","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Bauhinia petersiana","Accepted",FALSE,"Bolle","Bauhinia","species","Fabaceae","wfo-0000213067","https://www.legumedata.org/taxonomy/taxon/2671935","The Fabaceae TEN - Legume Taxonomy Working Group"
"Bauhinia rufescens","shrub","broadleaved","deciduous","C3",NA,3,4,"DSH","Bauhinia rufescens","Accepted",FALSE,"Lam.","Bauhinia","species","Fabaceae","wfo-0000213186","https://www.legumedata.org/taxonomy/taxon/2672040","The Fabaceae TEN - Legume Taxonomy Working Group"
"Bauhinia tomentosa","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Bauhinia tomentosa","Accepted",FALSE,"L.","Bauhinia","species","Fabaceae","wfo-0000213258","https://www.legumedata.org/taxonomy/taxon/2672149","The Fabaceae TEN - Legume Taxonomy Working Group"
"Beilschmiedia rwandensis","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Beilschmiedia rwandensis","Accepted",FALSE,"R.Wilczek","Beilschmiedia","species","Lauraceae","wfo-0000562095","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:462942-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Beilschmiedia velutina","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Beilschmiedia velutina","Accepted",FALSE,"(Kosterm.) Kosterm.","Beilschmiedia","species","Lauraceae","wfo-0000562144","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:462975-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Bellucia grossularioides","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Bellucia grossularioides","Accepted",FALSE,"(L.) Triana","Bellucia","species","Melastomataceae","wfo-0001081015",NA,"The Melastomataceae TEN"
"Berchemia discolor","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Berchemia discolor","Accepted",FALSE,"Hemsl.","Berchemia","species","Rhamnaceae","wfo-0000564133",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Berchemia zeyheri","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Berchemia zeyheri","Accepted",FALSE,"(Sond.) Grubov","Berchemia","species","Rhamnaceae","wfo-0000564199",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Berlinia auriculata","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Berlinia auriculata","Accepted",FALSE,"Benth.","Berlinia","species","Fabaceae","wfo-0000213341","https://www.legumedata.org/taxonomy/taxon/2674958","The Fabaceae TEN - Legume Taxonomy Working Group"
"Berlinia bracteosa","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Berlinia bracteosa","Accepted",FALSE,"Benth.","Berlinia","species","Fabaceae","wfo-0000213352","https://www.legumedata.org/taxonomy/taxon/2674962","The Fabaceae TEN - Legume Taxonomy Working Group"
"Berlinia grandiflora","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Berlinia grandiflora","Accepted",FALSE,"(Vahl) Hutch. & Dalziel","Berlinia","species","Fabaceae","wfo-0000213493","https://www.legumedata.org/taxonomy/taxon/2674982","The Fabaceae TEN - Legume Taxonomy Working Group"
"Bernoullia flammea","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Bernoullia flammea","Accepted",FALSE,"Oliv.","Bernoullia","species","Malvaceae","wfo-0000564408",NA,"The Malvaceae TEN"
"Bersama abyssinica","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Bersama abyssinica","Accepted",FALSE,"Fresen.","Bersama","species","Francoaceae","wfo-0000564438","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:782127-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
